"Series";"Time";"Value"
"js3-node1";"2018-08-10T13:10:40-04:00";null
"js3-node1";"2018-08-10T13:11:00-04:00";null
"js3-node1";"2018-08-10T13:11:20-04:00";null
"js3-node1";"2018-08-10T13:11:40-04:00";null
"js3-node1";"2018-08-10T13:12:00-04:00";0
"js3-node1";"2018-08-10T13:12:20-04:00";null
"js3-node1";"2018-08-10T13:12:40-04:00";null
"js3-node1";"2018-08-10T13:13:00-04:00";null
"js3-node1";"2018-08-10T13:13:20-04:00";null
"js3-node1";"2018-08-10T13:13:40-04:00";null
"js3-node1";"2018-08-10T13:14:00-04:00";null
"js3-node1";"2018-08-10T13:14:20-04:00";null
"js3-node1";"2018-08-10T13:14:40-04:00";null
"js3-node1";"2018-08-10T13:15:00-04:00";0
"js3-node1";"2018-08-10T13:15:20-04:00";null
"js3-node1";"2018-08-10T13:15:40-04:00";null
"js3-node1";"2018-08-10T13:16:00-04:00";null
"js3-node1";"2018-08-10T13:16:20-04:00";null
"js3-node1";"2018-08-10T13:16:40-04:00";null
"js3-node1";"2018-08-10T13:17:00-04:00";null
"js3-node1";"2018-08-10T13:17:20-04:00";null
"js3-node1";"2018-08-10T13:17:40-04:00";null
"js3-node1";"2018-08-10T13:18:00-04:00";0
"js3-node1";"2018-08-10T13:18:20-04:00";null
"js3-node1";"2018-08-10T13:18:40-04:00";null
"js3-node1";"2018-08-10T13:19:00-04:00";null
"js3-node1";"2018-08-10T13:19:20-04:00";null
"js3-node1";"2018-08-10T13:19:40-04:00";null
"js3-node1";"2018-08-10T13:20:00-04:00";null
"js3-node1";"2018-08-10T13:20:20-04:00";null
"js3-node1";"2018-08-10T13:20:40-04:00";null
"js3-node1";"2018-08-10T13:21:00-04:00";0.01
"js3-node1";"2018-08-10T13:21:20-04:00";null
"js3-node1";"2018-08-10T13:21:40-04:00";null
"js3-node1";"2018-08-10T13:22:00-04:00";null
"js3-node1";"2018-08-10T13:22:20-04:00";null
"js3-node1";"2018-08-10T13:22:40-04:00";null
"js3-node1";"2018-08-10T13:23:00-04:00";null
"js3-node1";"2018-08-10T13:23:20-04:00";null
"js3-node1";"2018-08-10T13:23:40-04:00";null
"js3-node1";"2018-08-10T13:24:00-04:00";0
"js3-node1";"2018-08-10T13:24:20-04:00";null
"js3-node1";"2018-08-10T13:24:40-04:00";null
"js3-node1";"2018-08-10T13:25:00-04:00";null
