"Series";"Time";"Value"
"js3-node1";"2018-08-04T23:37:30-04:00";null
"js3-node1";"2018-08-04T23:38:00-04:00";null
"js3-node1";"2018-08-04T23:38:30-04:00";null
"js3-node1";"2018-08-04T23:39:00-04:00";null
"js3-node1";"2018-08-04T23:39:30-04:00";0
"js3-node1";"2018-08-04T23:40:00-04:00";null
"js3-node1";"2018-08-04T23:40:30-04:00";null
"js3-node1";"2018-08-04T23:41:00-04:00";null
"js3-node1";"2018-08-04T23:41:30-04:00";null
"js3-node1";"2018-08-04T23:42:00-04:00";null
"js3-node1";"2018-08-04T23:42:30-04:00";0
"js3-node1";"2018-08-04T23:43:00-04:00";null
"js3-node1";"2018-08-04T23:43:30-04:00";null
"js3-node1";"2018-08-04T23:44:00-04:00";null
"js3-node1";"2018-08-04T23:44:30-04:00";null
"js3-node1";"2018-08-04T23:45:00-04:00";null
"js3-node1";"2018-08-04T23:45:30-04:00";0
"js3-node1";"2018-08-04T23:46:00-04:00";null
"js3-node1";"2018-08-04T23:46:30-04:00";null
"js3-node1";"2018-08-04T23:47:00-04:00";null
"js3-node1";"2018-08-04T23:47:30-04:00";null
"js3-node1";"2018-08-04T23:48:00-04:00";null
"js3-node1";"2018-08-04T23:48:30-04:00";0
"js3-node1";"2018-08-04T23:49:00-04:00";null
"js3-node1";"2018-08-04T23:49:30-04:00";null
"js3-node1";"2018-08-04T23:50:00-04:00";null
"js3-node1";"2018-08-04T23:50:30-04:00";null
"js3-node1";"2018-08-04T23:51:00-04:00";null
"js3-node1";"2018-08-04T23:51:30-04:00";0
"js3-node1";"2018-08-04T23:52:00-04:00";null
"js3-node1";"2018-08-04T23:52:30-04:00";null
"js3-node1";"2018-08-04T23:53:00-04:00";null
"js3-node1";"2018-08-04T23:53:30-04:00";null
"js3-node1";"2018-08-04T23:54:00-04:00";null
"js3-node1";"2018-08-04T23:54:30-04:00";0
"js3-node1";"2018-08-04T23:55:00-04:00";null
"js3-node1";"2018-08-04T23:55:30-04:00";null
"js3-node1";"2018-08-04T23:56:00-04:00";null
"js3-node1";"2018-08-04T23:56:30-04:00";null
"js3-node1";"2018-08-04T23:57:00-04:00";null
"js3-node1";"2018-08-04T23:57:30-04:00";0
"js3-node1";"2018-08-04T23:58:00-04:00";null
"js3-node1";"2018-08-04T23:58:30-04:00";null
"js3-node1";"2018-08-04T23:59:00-04:00";null
"js3-node1";"2018-08-04T23:59:30-04:00";null
"js3-node1";"2018-08-05T00:00:00-04:00";null
"js3-node1";"2018-08-05T00:00:30-04:00";0
"js3-node1";"2018-08-05T00:01:00-04:00";null
"js3-node1";"2018-08-05T00:01:30-04:00";null
"js3-node1";"2018-08-05T00:02:00-04:00";null
"js3-node1";"2018-08-05T00:02:30-04:00";null
"js3-node1";"2018-08-05T00:03:00-04:00";null
"js3-node1";"2018-08-05T00:03:30-04:00";0
"js3-node1";"2018-08-05T00:04:00-04:00";null
"js3-node1";"2018-08-05T00:04:30-04:00";null
"js3-node1";"2018-08-05T00:05:00-04:00";null
"js3-node1";"2018-08-05T00:05:30-04:00";null
"js3-node1";"2018-08-05T00:06:00-04:00";null
"js3-node1";"2018-08-05T00:06:30-04:00";0
"js3-node1";"2018-08-05T00:07:00-04:00";null
"js3-node1";"2018-08-05T00:07:30-04:00";null
"js3-node1";"2018-08-05T00:08:00-04:00";null
"js3-node1";"2018-08-05T00:08:30-04:00";null
"js3-node1";"2018-08-05T00:09:00-04:00";null
"js3-node1";"2018-08-05T00:09:30-04:00";0
"js3-node1";"2018-08-05T00:10:00-04:00";null
"js3-node1";"2018-08-05T00:10:30-04:00";null
"js3-node1";"2018-08-05T00:11:00-04:00";null
"js3-node1";"2018-08-05T00:11:30-04:00";null
"js3-node1";"2018-08-05T00:12:00-04:00";null
"js3-node1";"2018-08-05T00:12:30-04:00";0
"js3-node1";"2018-08-05T00:13:00-04:00";null
"js3-node1";"2018-08-05T00:13:30-04:00";null
"js3-node1";"2018-08-05T00:14:00-04:00";null
"js3-node1";"2018-08-05T00:14:30-04:00";null
"js3-node1";"2018-08-05T00:15:00-04:00";null
"js3-node1";"2018-08-05T00:15:30-04:00";0.01
"js3-node1";"2018-08-05T00:16:00-04:00";null
"js3-node1";"2018-08-05T00:16:30-04:00";null
"js3-node1";"2018-08-05T00:17:00-04:00";null
"js3-node1";"2018-08-05T00:17:30-04:00";null
"js3-node1";"2018-08-05T00:18:00-04:00";null
"js3-node1";"2018-08-05T00:18:30-04:00";0
"js3-node1";"2018-08-05T00:19:00-04:00";null
"js3-node1";"2018-08-05T00:19:30-04:00";null
"js3-node1";"2018-08-05T00:20:00-04:00";null
"js3-node1";"2018-08-05T00:20:30-04:00";null
"js3-node1";"2018-08-05T00:21:00-04:00";null
"js3-node1";"2018-08-05T00:21:30-04:00";0
"js3-node1";"2018-08-05T00:22:00-04:00";null
"js3-node1";"2018-08-05T00:22:30-04:00";null
"js3-node1";"2018-08-05T00:23:00-04:00";null
"js3-node1";"2018-08-05T00:23:30-04:00";null
"js3-node1";"2018-08-05T00:24:00-04:00";null
"js3-node1";"2018-08-05T00:24:30-04:00";0
"js3-node1";"2018-08-05T00:25:00-04:00";null
"js3-node1";"2018-08-05T00:25:30-04:00";null
"js3-node1";"2018-08-05T00:26:00-04:00";null
"js3-node1";"2018-08-05T00:26:30-04:00";null
"js3-node1";"2018-08-05T00:27:00-04:00";null
"js3-node1";"2018-08-05T00:27:30-04:00";0
"js3-node1";"2018-08-05T00:28:00-04:00";null
"js3-node1";"2018-08-05T00:28:30-04:00";null
"js3-node1";"2018-08-05T00:29:00-04:00";null
"js3-node1";"2018-08-05T00:29:30-04:00";null
"js3-node1";"2018-08-05T00:30:00-04:00";null
"js3-node1";"2018-08-05T00:30:30-04:00";0
"js3-node1";"2018-08-05T00:31:00-04:00";null
"js3-node1";"2018-08-05T00:31:30-04:00";null
"js3-node1";"2018-08-05T00:32:00-04:00";null
"js3-node1";"2018-08-05T00:32:30-04:00";null
"js3-node1";"2018-08-05T00:33:00-04:00";null
"js3-node1";"2018-08-05T00:33:30-04:00";0
"js3-node1";"2018-08-05T00:34:00-04:00";null
"js3-node1";"2018-08-05T00:34:30-04:00";null
"js3-node1";"2018-08-05T00:35:00-04:00";null
"js3-node1";"2018-08-05T00:35:30-04:00";null
"js3-node1";"2018-08-05T00:36:00-04:00";null
"js3-node1";"2018-08-05T00:36:30-04:00";0
"js3-node1";"2018-08-05T00:37:00-04:00";null
"js3-node1";"2018-08-05T00:37:30-04:00";null
"js3-node1";"2018-08-05T00:38:00-04:00";null
"js3-node1";"2018-08-05T00:38:30-04:00";null
"js3-node1";"2018-08-05T00:39:00-04:00";null
"js3-node1";"2018-08-05T00:39:30-04:00";0
"js3-node1";"2018-08-05T00:40:00-04:00";null
"js3-node1";"2018-08-05T00:40:30-04:00";null
"js3-node1";"2018-08-05T00:41:00-04:00";null
"js3-node1";"2018-08-05T00:41:30-04:00";null
"js3-node1";"2018-08-05T00:42:00-04:00";null
"js3-node1";"2018-08-05T00:42:30-04:00";0
"js3-node1";"2018-08-05T00:43:00-04:00";null
"js3-node1";"2018-08-05T00:43:30-04:00";null
"js3-node1";"2018-08-05T00:44:00-04:00";null
"js3-node1";"2018-08-05T00:44:30-04:00";null
"js3-node1";"2018-08-05T00:45:00-04:00";null
"js3-node1";"2018-08-05T00:45:30-04:00";0
"js3-node1";"2018-08-05T00:46:00-04:00";null
"js3-node1";"2018-08-05T00:46:30-04:00";null
"js3-node1";"2018-08-05T00:47:00-04:00";null
"js3-node1";"2018-08-05T00:47:30-04:00";null
"js3-node1";"2018-08-05T00:48:00-04:00";null
"js3-node1";"2018-08-05T00:48:30-04:00";0
"js3-node1";"2018-08-05T00:49:00-04:00";null
"js3-node1";"2018-08-05T00:49:30-04:00";null
